,character,wiki_id,mando_onset,mando_nucl,mando_coda,mando_tone,canto_onset,canto_nucl,canto_coda,canto_tone,Column5,Column6,Column7,Column8,jp_on_first,jp_on_rest,jp_kan_first,jp_kan_rest,kor_0,kor_1,kor_2
8445,蒟,25323,j,u,∅,3,g,eoi,∅,2,,,,,こ,ん,く,∅,ㄱ,ㅜ,∅
8446,蒠,25324,x,i,∅,1,,,,,,,,,,,,,ㅅ,ㅣ,ㄱ
8447,蒡,25326,b,a,ng,4,b,o,ng,2,,,,,びょ,う,ほ,う,ㅂ,ㅏ,ㅇ
8448,蒢,25327,ch,u,∅,2,c,eoi,∅,4,,,,,,,,,ㅈ,ㅔ,∅
8449,蒤,25329,t,u,∅,2,t,ou,∅,4,,,,,,,,,ㄷ,ㅗ,∅
8450,蒥,25330,l,iu,∅,2,,,,,,,,,,,,,ㄹ,ㅠ,∅
8451,蒨,25333,k,uai,∅,4,s,i,n,3,,,,,せ,ん,,,ㅊ,ㅓ,ㄴ
8452,蒩,25334,z,u,∅,1,z,ou,∅,1,,,,,そ,∅,,,ㅈ,ㅗ,∅
8453,蒪,25336,p,o,∅,4,p,o,k,3,,,,,は,く,は,く,ㅂ,ㅏ,ㄱ
8454,蒫,25337,c,uo,∅,2,,,,,,,,,,,,,ㅊ,ㅏ,∅
8455,蒬,25338,∅,yua,n,1,,,,,,,,,,,,,ㅇ,ㅝ,ㄴ
8456,蒮,25341,∅,yu,∅,4,,,,,,,,,,,,,ㅇ,ㅠ,ㄱ
8457,蒯,25342,k,uai,∅,3,gw,aai,∅,2,,,,,か,い,,,ㄱ,ㅚ,∅
8458,蒱,25344,p,u,∅,2,p,o,∅,4,,,,,ほ,∅,,,ㅍ,ㅗ,∅
8459,蒲,25345,p,u,∅,2,p,ou,∅,4,,,ô͘,,ぶ,∅,ほ,∅,ㅍ,ㅗ,∅
8460,蒳,25346,n,a,∅,4,,,,,,,,,,,,,ㄴ,ㅏ,ㅂ
8461,蒴,25347,sh,uo,∅,4,s,o,k,3,,,,,さ,く,さ,く,ㅅ,ㅏ,ㄱ
8462,蒵,25348,x,i,∅,2,,,,,,,,,,,,,ㅎ,ㅖ,∅
8463,蒸,25352,zh,e,ng,1,z,i,ng,1,,,cheng,1tsen,しょ,う,しょ,う,ㅈ,ㅡ,ㅇ
8464,蒹,25353,j,ia,n,1,g,i,m,1,,,,,け,ん,,,ㄱ,ㅕ,ㅁ
8465,蒺,25354,j,i,∅,2,z,a,t,6,,,,,し,つ,,,ㅈ,ㅣ,ㄹ
8466,蒻,25356,r,uo,∅,4,j,oe,k,6,,,,,にゃ,く,じゃ,く,ㅇ,ㅑ,ㄱ
8467,蒼,25357,c,a,ng,1,c,o,ng,1,,,chhang,,そ,う,そ,う,ㅊ,ㅏ,ㅇ
8468,蒿,25361,h,ao,∅,1,h,ou,∅,1,,,ho͘,,こ,う,,,ㅎ,ㅗ,∅
8469,蓀,25362,s,u,n,1,s,yu,n,1,,,,,そ,ん,,,ㅅ,ㅗ,ㄴ
8470,蓁,25363,zh,e,n,1,z,eo,n,1,,,,,し,ん,,,ㅈ,ㅣ,ㄴ
8471,蓂,25364,m,i,ng,2,,,,,,,,,め,い,,,ㅁ,ㅕ,ㅇ
8472,蓄,25366,x,u,∅,4,c,u,k,1,hiuk,,hiok,4xioq,ち,く,ち,く,ㅊ,ㅜ,ㄱ
8473,蓆,25368,x,i,∅,2,z,i,k,6,,,chhio̍h,,せ,き,,,ㅅ,ㅓ,ㄱ
8474,蓇,25369,g,u,∅,1,gw,a,t,1,,,,,こ,つ,,,ㄱ,ㅗ,ㄹ
8475,蓈,25370,l,a,ng,2,,,,,,,,,こ,う,,,ㄹ,ㅏ,ㅇ
8476,蓉,25371,r,o,ng,2,j,u,ng,4,,,iông,,ゆ,う,よ,う,ㅇ,ㅛ,ㅇ
8477,蓊,25372,∅,we,ng,3,j,u,ng,2,,,ōm,,う,∅,お,う,ㅇ,ㅗ,ㅇ
8478,蓋,25373,g,ai,∅,4,g,oi,∅,3,koi,,kah,2ke,か,い,か,い,ㄱ,ㅐ,∅
8479,蓍,25375,sh,i,∅,1,s,i,∅,1,,,,,し,∅,し,∅,ㅅ,ㅣ,∅
8480,蓎,25376,t,a,ng,2,,,,,,,,,,,,,ㄷ,ㅏ,ㅇ
8481,蓏,25377,l,uo,∅,3,l,o,∅,2,,,,,ら,∅,,,ㄹ,ㅏ,∅
8482,蓐,25378,r,u,∅,4,j,u,k,6,,,,,じょ,く,,,ㅇ,ㅛ,ㄱ
8483,蓑,25379,s,uo,∅,1,s,o,∅,1,,,sui,,さ,∅,さ,∅,ㅅ,ㅏ,∅
8484,蓒,25380,b,i,∅,4,h,i,n,1,,,,,,,,,ㅎ,ㅏ,ㄴ
8485,蓓,25381,b,ei,∅,4,p,ui,∅,5,,,pōe,,は,い,,,ㅂ,ㅐ,∅
8486,蓖,25384,b,i,∅,4,b,ei,∅,6,,,pi,,ひ,∅,,,ㅂ,ㅣ,∅
8487,蓘,25386,g,u,n,3,,,,,,,,,,,,,ㄱ,ㅗ,ㄴ
8488,蓧,25401,d,iao,∅,4,d,iu,∅,6,,,,,しょ,う,,,ㅈ,ㅗ,∅
8489,蓨,25402,t,iao,∅,2,s,au,∅,1,,,,,,,,,ㅅ,ㅜ,∅
8490,蓩,25403,m,ao,∅,4,m,u,k,6,,,,,,,,,ㅁ,ㅗ,∅
8491,蓪,25404,t,o,ng,1,t,u,ng,1,,,,,つ,∅,と,う,ㅌ,ㅗ,ㅇ
8492,蓫,25405,ch,u,∅,4,z,u,k,6,,,,,,,,,ㅊ,ㅜ,ㄱ
8493,蓬,25406,p,e,ng,2,p,u,ng,4,,,ông,,ぶ,∅,ほ,う,ㅂ,ㅗ,ㅇ
8494,蓮,25408,l,ia,n,2,l,i,n,4,lièn,,liân,3li,れ,ん,れ,ん,ㄹ,ㅕ,ㄴ
8495,蓯,25409,c,o,ng,1,c,u,ng,1,,,,,そ,う,,,ㅊ,ㅗ,ㅇ
8496,蓱,25412,p,i,ng,2,p,i,ng,4,,,,,へ,い,,,ㅍ,ㅕ,ㅇ
8497,蓲,25413,,,,,,,,,,,,,きゅ,う,,,ㄱ,ㅜ,∅
8498,蓳,25414,j,i,n,3,g,a,n,2,,,,,,,,,ㄱ,ㅡ,ㄴ
8499,蓴,25415,,,,,,,,,,,,,じゅ,ん,しゅ,ん,ㅅ,ㅜ,ㄴ
8500,蓶,25417,∅,wei,∅,2,,,,,,,,,,,,,ㅇ,ㅠ,∅
8501,蓷,25418,t,ui,∅,1,t,eoi,∅,1,,,,,た,い,,,ㅌ,ㅚ,∅
8502,蓸,25419,c,ao,∅,2,,,,,,,,,,,,,ㅈ,ㅗ,∅
8503,蓺,25421,∅,yi,∅,4,ng,ai,∅,6,,,,,げ,い,,,ㅇ,ㅖ,∅
8504,蓻,25422,,,,,,,,,,,,,しゅ,う,,,ㅈ,ㅣ,ㅂ
8505,蓼,25424,l,iao,∅,3,l,iu,∅,5,,,láu,,りょ,う,り,く,ㄹ,ㅛ,∅
8506,蓽,25425,b,i,∅,4,b,a,t,1,,,,,ひ,つ,,,ㅍ,ㅣ,ㄹ
8507,蓾,25426,l,u,∅,3,,,,,,,,,,,,,ㄹ,ㅗ,∅
8508,蓿,25427,,,,,,,,,,,,,す,く,しゅ,く,ㅅ,ㅜ,ㄱ
8509,蔀,25428,,,,,,,,,,,,,ほ,う,,,ㅂ,ㅜ,∅
8510,蔁,25429,zh,a,ng,1,,,,,,,,,,,,,ㅈ,ㅏ,ㅇ
8511,蔄,25432,m,a,n,4,m,aa,n,6,,,,,,,,,ㅁ,ㅏ,ㄴ
8512,蔆,25435,,,,,,,,,,,,,りょ,う,りょ,う,ㄹ,ㅡ,ㅇ
8513,蔇,25436,j,i,∅,4,g,ei,∅,3,,,,,き,け,,,ㄱ,ㅣ,∅
8514,蔈,25437,b,iao,∅,1,b,iu,∅,1,,,,,,,,,ㅍ,ㅛ,∅
8515,蔊,25439,h,a,n,4,h,o,n,5,,,,,,,,,ㅎ,ㅏ,ㄴ
8516,蔋,25441,d,i,∅,2,,,,,,,,,,,,,ㅈ,ㅓ,ㄱ
8517,蔌,25442,s,u,∅,4,c,u,k,1,,,,,そ,く,そ,く,ㅅ,ㅗ,ㄱ
8518,蔍,25444,l,u,∅,4,,,,,,,,,,,,,ㄹ,ㅗ,ㄱ
8519,蔎,25446,sh,e,∅,4,c,i,t,3,,,,,せ,つ,,,ㅅ,ㅓ,ㄹ
8520,蔏,25448,,,,,,,,,,,,,しょ,う,,,ㅅ,ㅏ,ㅇ
8521,蔑,25451,m,ie,∅,4,m,i,t,6,,,bia̍t,,め,ち,べ,つ,ㅁ,ㅕ,ㄹ
8522,蔓,25454,m,a,n,4,m,aa,n,6,,,bān,,ば,ん,,,ㅁ,ㅏ,ㄴ
8523,蔔,25455,b,o,∅,2,b,aa,k,6,phe̍t,,,,ぼ,く,ほ,く,ㅂ,ㅗ,ㄱ
8524,蔕,25456,,,,,,,,,,,,,た,い,て,い,ㅊ,ㅔ,∅
8525,蔖,25457,c,uo,∅,2,,,,,,,,,,,,,ㅊ,ㅏ,∅
8526,蔗,25458,zh,e,∅,4,z,e,∅,3,,,chià,,しゃ,∅,しゃ,∅,ㅈ,ㅏ,∅
8527,蔘,25459,s,a,n,1,,,,,,,,,し,ん,し,ん,ㅅ,ㅏ,ㅁ
8528,蔚,25461,∅,wei,∅,4,w,ai,∅,3,,,,,う,つ,,,ㅇ,ㅜ,ㄹ
8529,蔛,25462,h,u,∅,2,,,,,,,,,,,,,ㄱ,ㅗ,ㄱ
8530,蔜,25463,∅,ao,∅,2,,,,,,,,,ご,う,,,ㅇ,ㅗ,∅
8531,蔝,25464,m,i,∅,3,,,,,,,,,,,,,ㅁ,ㅣ,∅
8532,蔞,25465,l,ou,∅,2,l,au,∅,5,,,,,る,∅,ろ,う,ㄹ,ㅜ,∅
8533,蔟,25466,c,u,∅,4,c,u,k,1,,,,,す,∅,そ,う,ㅈ,ㅜ,∅
8534,蔠,25467,zh,o,ng,1,z,u,ng,1,,,,,,,,,ㅈ,ㅗ,ㅇ
8535,蔡,25468,c,ai,∅,4,c,oi,∅,3,chhai,,chhòa,,さ,い,さ,い,ㅊ,ㅐ,∅
8536,蔢,25469,,,,,,,,,,,,,は,∅,,,ㅍ,ㅏ,∅
8537,蔣,25470,j,ia,ng,3,z,oe,ng,2,chióng,,,,しょ,う,,,ㅈ,ㅏ,ㅇ
8538,蔤,25471,m,i,∅,4,m,a,t,6,,,,,び,つ,,,ㅁ,ㅣ,ㄹ
8539,蔥,25472,c,o,ng,1,c,u,ng,1,chhûng,,chhang,,そ,う,,,ㅊ,ㅗ,ㅇ
8540,蔦,25473,n,iao,∅,3,n,iu,∅,5,,,,,ちょ,う,ちょ,う,ㅈ,ㅗ,∅
8541,蔧,25474,h,ui,∅,4,s,eoi,∅,6,,,,,せ,い,,,ㅅ,ㅔ,∅
8542,蔨,25475,j,ua,n,4,,,,,,,,,,,,,ㄱ,ㅝ,ㄴ
8543,蔩,25476,∅,yi,n,2,,,,,,,,,,,,,ㅇ,ㅣ,ㄴ
8544,蔪,25477,j,ia,n,4,s,aa,m,1,,,,,ぜ,ん,さ,ん,ㅈ,ㅓ,ㅁ
8545,蔫,25478,n,ia,n,1,j,i,n,1,,,lian,,え,ん,,,ㅇ,ㅓ,ㄴ
8546,蔬,25479,sh,u,∅,1,s,o,∅,1,,,so͘,,そ,∅,,,ㅅ,ㅗ,∅
8547,蔭,25480,∅,yi,n,4,j,a,m,3,,,ìm,,お,ん,い,ん,ㅇ,ㅡ,ㅁ
8548,蔮,25481,g,ui,∅,4,k,ui,∅,3,,,,,,,,,ㄱ,ㅞ,∅
8549,蔻,25494,k,ou,∅,4,k,au,∅,3,,,,,,,,,ㄱ,ㅜ,∅
8550,蔽,25521,b,i,∅,4,b,ai,∅,3,,,pè,,へ,∅,へ,い,ㅍ,ㅖ,∅
8551,蔾,25522,,,,,,,,,,,,,,,,,ㄹ,ㅣ,∅
8552,蕀,25524,,,,,,,,,,,,,きょ,く,,,ㄱ,ㅡ,ㄱ
8553,蕁,25525,t,a,n,2,,,,,,,,,じ,ん,,,ㄷ,ㅏ,ㅁ
8554,蕂,25526,sh,e,ng,4,,,,,,,,,,,,,ㅅ,ㅡ,ㅇ
8555,蕃,25527,f,a,n,2,f,aa,n,4,,,hoan,,ほ,ん,は,ん,ㅂ,ㅓ,ㄴ
8556,蕄,25528,m,e,ng,2,,,,,,,,,,,,,ㅁ,ㅐ,ㅇ
8557,蕅,25529,∅,ou,∅,3,ng,au,∅,5,,,,,,,,,ㅇ,ㅜ,∅
8558,蕆,25530,ch,a,n,3,z,i,n,2,,,,,て,ん,,,ㅊ,ㅓ,ㄴ
8559,蕇,25531,d,ia,n,3,d,i,n,2,,,,,,,,,ㅈ,ㅓ,ㄴ
8560,蕉,25533,j,iao,∅,1,z,iu,∅,1,chêu,,chio,,しょ,う,しょ,う,ㅊ,ㅗ,∅
8561,蕊,25534,r,ui,∅,3,j,eoi,∅,5,lûi,,lúi,,ぬ,い,ず,い,ㅇ,ㅖ,∅
8562,蕍,25537,∅,yu,∅,2,,,,,,,,,,,,,ㅇ,ㅠ,∅
8563,蕎,25538,q,iao,∅,2,k,iu,∅,4,,,,,きょ,う,,,ㄱ,ㅛ,∅
8564,蕑,25541,,,,,,,,,,,,,か,ん,,,ㄱ,ㅏ,ㄴ
8565,蕒,25542,m,ai,∅,3,m,aai,∅,5,,,,,ば,い,,,ㅁ,ㅐ,∅
8566,蕓,25543,∅,yu,n,2,w,a,n,4,,,,3hhyn,う,ん,,,ㅇ,ㅜ,ㄴ
8567,蕕,25545,∅,you,∅,2,j,au,∅,4,,,,,ゆ,う,,,ㅇ,ㅠ,∅
8568,蕖,25546,q,u,∅,2,k,eoi,∅,4,,,,,きょ,∅,,,ㄱ,ㅓ,∅
8569,蕘,25548,∅,yao,∅,2,j,iu,∅,4,,,giô,,にょ,う,じょ,う,ㅇ,ㅛ,∅
8570,蕙,25549,h,ui,∅,4,w,ai,∅,6,,,,,け,い,,,ㅎ,ㅖ,∅
8571,蕛,25551,t,i,∅,2,t,ai,∅,4,,,,,,,,,ㅈ,ㅔ,∅
8572,蕝,25553,,,,,,,,,,,,,せ,つ,,,ㅈ,ㅓ,ㄹ
8573,蕞,25554,z,ui,∅,4,z,eoi,∅,3,,,,,ざ,い,さ,い,ㅊ,ㅔ,∅
8574,蕡,25557,,,,,,,,,,,,,ふ,ん,,,ㅂ,ㅜ,ㄴ
8575,蕢,25558,k,ui,∅,4,gw,ai,∅,6,,,,,か,い,,,ㄱ,ㅚ,∅
8576,蕣,25559,sh,u,n,4,s,eo,n,3,,,,,しゅ,ん,,,ㅅ,ㅜ,ㄴ
8577,蕤,25560,r,ui,∅,2,j,eoi,∅,4,,,,,ず,い,,,ㅇ,ㅠ,∅
8578,蕦,25562,x,u,∅,1,s,eoi,∅,1,,,,,,,,,ㅅ,ㅜ,∅
8579,蕧,25563,f,u,∅,4,,,,,,,,,,,,,ㅂ,ㅗ,ㄱ
8580,蕨,25564,j,ue,∅,2,k,yu,t,3,,,,,け,つ,,,ㄱ,ㅝ,ㄹ
8581,蕩,25565,d,a,ng,4,d,o,ng,6,,,tǒng,,ど,う,と,う,ㅌ,ㅏ,ㅇ
8582,蕪,25566,∅,wu,∅,2,m,ou,∅,4,,,bû,,む,∅,ぶ,∅,ㅁ,ㅜ,∅
8583,蕫,25567,d,o,ng,3,d,u,ng,2,,,,,と,う,,,ㄷ,ㅗ,ㅇ
8584,蕬,25568,s,i,∅,1,,,,,,,,,,,,,ㅅ,ㅏ,∅
8585,蕭,25569,x,iao,∅,1,s,iu,∅,1,,,,,しょ,う,,,ㅅ,ㅗ,∅
8586,蕮,25570,x,i,∅,4,s,i,k,1,,,,,,,,,ㅅ,ㅓ,ㄱ
8587,蕰,25572,,,,,,,,,,,,,う,ん,,,ㅇ,ㅗ,ㄴ
8588,蕵,25577,,,,,,,,,,,,,,,,,ㅅ,ㅗ,ㄴ
8589,蕶,25578,l,i,ng,2,,,,,,,,,,,,,ㄹ,ㅕ,ㅇ
8590,蕷,25579,∅,yu,∅,4,j,yu,∅,6,,,,,よ,∅,,,ㅇ,ㅕ,∅
8591,蕺,25582,j,i,∅,2,c,a,p,1,,,,,しゅ,う,,,ㅈ,ㅡ,ㅂ
8592,蕻,25583,,,,,,,,,,,,,こ,う,,,ㅎ,ㅗ,ㅇ
8593,蕼,25584,s,i,∅,4,s,ei,∅,3,,,,,,,,,ㅅ,ㅏ,∅
8594,蕾,25586,l,ei,∅,3,l,eoi,∅,5,,,lúi,,ら,い,ら,い,ㄹ,ㅚ,∅
8595,薁,25589,∅,yu,∅,4,j,u,k,1,,,,,い,く,い,く,ㅇ,ㅜ,ㄱ
8596,薂,25590,x,i,∅,2,h,a,t,6,,,,,,,,,ㄱ,ㅕ,ㄱ
8597,薃,25591,h,ao,∅,4,,,,,,,,,,,,,ㅎ,ㅗ,∅
8598,薄,25592,b,o,∅,2,,,,,pho̍k,pog6,po̍h,5boq,ば,く,は,く,ㅂ,ㅏ,ㄱ
8599,薅,25593,h,ao,∅,1,h,ou,∅,1,,,,,こ,う,,,ㅎ,ㅗ,∅
8600,薆,25594,∅,ai,∅,4,∅,oi,∅,3,,,,,あ,い,,,ㅇ,ㅐ,∅
8601,薈,25596,h,ui,∅,4,w,ai,∅,3,,,hōe,,か,い,か,い,ㅎ,ㅚ,∅
8602,薉,25597,∅,wei,∅,4,w,ai,∅,3,,,,,わ,い,,,ㅇ,ㅖ,∅
8603,薊,25598,j,i,∅,4,g,ai,∅,3,,,,,け,い,,,ㄱ,ㅖ,∅
8604,薋,25599,,,,,,,,,,,,,し,∅,,,ㅈ,ㅏ,∅
8605,薌,25600,x,ia,ng,1,h,oe,ng,1,,,,,きょ,う,,,ㅎ,ㅑ,ㅇ
8606,薍,25601,∅,wa,n,4,w,aa,n,6,,,,,ら,ん,,,ㅇ,ㅘ,ㄴ
8607,薏,25603,∅,yi,∅,4,j,i,∅,3,,,,,よ,く,,,ㅇ,ㅢ,∅
8608,薑,25605,j,ia,ng,1,g,oe,ng,1,kiông,giong1,,1jian,こ,う,きょ,う,ㄱ,ㅏ,ㅇ
8609,薒,25606,c,a,n,4,,,,,,,,,,,,,ㅊ,ㅏ,ㄴ
8610,薓,25607,sh,e,n,1,,,,,,,,,し,ん,,,ㅅ,ㅏ,ㅁ
8611,薔,25608,q,ia,ng,2,c,oe,ng,4,,,,,そ,う,しょ,う,ㅈ,ㅏ,ㅇ
8612,薖,25610,k,e,∅,1,gw,o,∅,1,,,,,,,,,ㄱ,ㅘ,∅
8613,薘,25612,d,a,∅,2,d,aa,t,6,,,,,た,つ,,,ㄷ,ㅏ,ㄹ
8614,薙,25613,t,i,∅,4,t,ai,∅,3,,,,,た,い,て,い,ㅊ,ㅣ,∅
8615,薚,25614,t,a,ng,1,,,,,,,,,,,,,ㅌ,ㅏ,ㅇ
8616,薛,25615,x,ue,∅,1,s,i,t,3,siet,,,4xiq,せ,つ,せ,ち,ㅅ,ㅓ,ㄹ
8617,薜,25616,b,i,∅,4,b,ai,∅,6,,,,,ば,い,は,く,ㅂ,ㅕ,ㄱ
8618,薠,25620,,,,,,,,,,,,,は,ん,,,ㅂ,ㅓ,ㄴ
8619,薡,25621,d,i,ng,3,,,,,,,,,,,,,ㅈ,ㅓ,ㅇ
8620,薢,25622,,,,,,,,,,,,,か,い,,,ㅎ,ㅐ,∅
8621,薤,25624,x,ie,∅,4,h,aai,∅,6,,,,,か,い,,,ㅎ,ㅐ,∅
8622,薦,25626,j,ia,n,4,z,i,n,3,,,,,せ,ん,,,ㅊ,ㅓ,ㄴ
8623,薧,25627,k,ao,∅,3,h,aau,∅,2,,,,,こ,う,,,ㄱ,ㅗ,∅
8624,薨,25628,h,o,ng,1,gw,a,ng,1,,,,,こ,う,,,ㅎ,ㅜ,ㅇ
8625,薩,25629,s,a,∅,4,s,aa,t,3,,,sat,,さ,ち,さ,つ,ㅅ,ㅏ,ㄹ
8626,薪,25630,x,i,n,1,s,a,n,1,sîn,,sin,1xin,し,ん,,,ㅅ,ㅣ,ㄴ
8627,薯,25635,sh,u,∅,3,s,yu,∅,4,,,,,しょ,∅,,,ㅅ,ㅓ,∅
8628,薰,25636,x,u,n,1,f,a,n,1,hiûn,,hun,1xyn,く,ん,,,ㅎ,ㅜ,ㄴ
8629,薱,25638,d,ui,∅,4,,,,,,,,,,,,,ㄷ,ㅐ,∅
8630,薲,25639,,,,,,,,,,,,,,,,,ㅂ,ㅣ,ㄴ
8631,薳,25640,∅,wei,∅,3,w,ai,∅,2,,,,,,,,,ㅇ,ㅝ,ㄴ
8632,薴,25641,n,i,ng,2,n,i,ng,4,,,,,にょ,う,ね,い,ㄴ,ㅕ,ㅇ
8633,薵,25642,ch,ou,∅,2,,,,,,,,,,,,,ㅈ,ㅜ,∅
8634,薶,25643,m,ai,∅,2,m,aai,∅,4,,,,,ま,い,ば,い,ㅁ,ㅐ,∅
8635,薸,25645,p,iao,∅,2,p,iu,∅,1,,,,,ひょ,う,,,ㅍ,ㅛ,∅
8636,薹,25646,t,ai,∅,2,t,oi,∅,4,,,tâi,3de,た,い,,,ㄷ,ㅐ,∅
8637,薺,25647,j,i,∅,4,c,ai,∅,5,,,chē,,ざ,い,せ,い,ㅈ,ㅔ,∅
8638,薻,25648,z,ao,∅,3,,,,,,,,,,,,,ㅈ,ㅗ,∅
8639,薽,25650,zh,e,n,1,z,a,n,1,,,,,し,ん,,,ㅈ,ㅣ,ㄴ
8640,薾,25651,,,,,,,,,,,,,し,∅,,,ㅇ,ㅣ,∅
8641,薿,25653,,,,,,,,,,,,,ぎ,∅,,,ㅇ,ㅢ,∅
8642,藂,25656,c,o,ng,2,c,u,ng,4,,,,,ず,∅,そ,う,ㅊ,ㅗ,ㅇ
8643,藃,25657,h,ao,∅,4,h,ou,∅,3,,,,,,,,,ㅎ,ㅗ,∅
8644,藄,25658,q,i,∅,2,,,,,,,,,,,,,ㄱ,ㅣ,∅
8645,藅,25659,,,,,,,,,,,,,,,,,ㅂ,ㅓ,ㄹ
8646,藆,25660,j,ia,n,3,,,,,,,,,,,,,ㄱ,ㅓ,ㄴ
8647,藇,25661,x,u,∅,4,z,eoi,∅,6,,,,,しょ,∅,,,ㅅ,ㅓ,∅
8648,藈,25662,k,ui,∅,2,,,,,,,,,,,,,ㄱ,ㅠ,∅
8649,藉,25663,j,ie,∅,4,z,e,∅,6,chia,,,,じゃ,∅,しゃ,∅,ㅈ,ㅏ,∅
8650,藋,25665,d,iao,∅,4,d,iu,∅,3,,,,,ちょ,う,ちょ,う,ㅈ,ㅗ,∅
8651,藍,25667,l,a,n,2,l,aa,m,4,làm,lam2,nâ,3le,ら,ん,ら,ん,ㄹ,ㅏ,ㅁ
8652,藎,25668,j,i,n,4,,,,,,,,,し,ん,,,ㅅ,ㅣ,ㄴ
8653,藏,25669,c,a,ng,2,c,o,ng,4,,,chông,3zaan,ぞ,う,そ,う,ㅈ,ㅏ,ㅇ
8654,藐,25670,m,iao,∅,3,m,iu,∅,5,,,biáu,,ま,く,ば,く,ㅁ,ㅛ,∅
8655,藑,25671,q,io,ng,2,,,,,,,,,,,,,ㄱ,ㅕ,ㅇ
8656,藒,25672,q,i,∅,4,,,,,,,,,,,,,ㄱ,ㅓ,ㄹ
8657,藕,25675,∅,ou,∅,3,ng,au,∅,5,,,,,ぐ,う,,,ㅇ,ㅜ,∅
8658,藖,25676,x,ia,n,2,,,,,,,,,,,,,ㅅ,ㅏ,ㄴ
8659,藗,25677,s,u,∅,4,,,,,,,,,,,,,ㅅ,ㅗ,ㄱ
8660,藘,25678,l,ü,∅,2,l,eoi,∅,4,,,,,りょ,∅,,,ㄹ,ㅕ,∅
8661,藙,25679,∅,yi,∅,4,ng,ai,∅,6,,,,,,,,,ㅇ,ㅢ,∅
8662,藚,25680,,,,,,,,,,,,,しょ,く,,,ㅅ,ㅗ,ㄱ
8663,藜,25682,l,i,∅,2,l,ai,∅,4,,,,,れ,い,,,ㄹ,ㅕ,∅
8664,藝,25683,∅,yi,∅,4,ng,ai,∅,6,ngi,,gē,,げ,∅,げ,い,ㅇ,ㅖ,∅
8665,藞,25684,l,a,∅,3,l,o,∅,5,,,,,,,,,ㅇ,ㅑ,ㄱ
8666,藟,25685,l,ei,∅,3,l,eoi,∅,5,,,lúi,,る,い,,,ㄹ,ㅠ,∅
8667,藣,25689,b,ei,∅,1,b,ei,∅,1,,,,,,,,,ㅍ,ㅣ,∅
8668,藤,25690,t,e,ng,2,t,a,ng,4,,,tîn,,ど,う,と,う,ㄷ,ㅡ,ㅇ
8669,藥,25691,∅,yao,∅,4,j,oe,k,6,yo̍k,iog6,,5hhiaq,や,く,,,ㅇ,ㅑ,ㄱ
8670,藨,25694,p,iao,∅,3,b,iu,∅,1,,,,,ひょ,う,,,ㅍ,ㅛ,∅
8671,藪,25696,s,ou,∅,3,s,au,∅,2,teu,,só͘,,す,∅,そ,う,ㅅ,ㅜ,∅
8672,藫,25697,t,a,n,2,t,aa,m,4,,,,,,,,,ㄷ,ㅏ,ㅁ
8673,藬,25698,t,ui,∅,1,,,,,,,,,,,,,ㅌ,ㅚ,∅
8674,藭,25699,q,io,ng,2,k,u,ng,4,,,,,きゅ,う,,,ㄱ,ㅜ,ㅇ
8675,藮,25700,,,,,,,,,,,,,,,,,ㅊ,ㅗ,∅
8676,藳,25706,,,,,,,,,,,,,こ,う,,,ㄱ,ㅗ,∅
8677,藴,25707,,,,,,,,,,,,,う,ん,う,ん,ㅇ,ㅗ,ㄴ
8678,藶,25710,l,i,∅,4,l,i,k,6,,,le̍k,,れ,き,,,ㄹ,ㅕ,ㄱ
8679,藷,25711,zh,u,∅,1,z,yu,∅,1,,,,,しょ,∅,,,ㅈ,ㅓ,∅
8680,藸,25712,ch,u,∅,2,z,yu,∅,1,,,,,,,,,ㅈ,ㅓ,∅
8681,藹,25713,∅,ai,∅,3,∅,oi,∅,2,,,ài,,あ,い,,,ㅇ,ㅐ,∅
8682,藺,25714,l,i,n,4,l,eo,n,6,,,,,り,ん,,,ㄹ,ㅣ,ㄴ
8683,藻,25715,z,ao,∅,3,z,ou,∅,2,,,chó,2tsau,そ,う,そ,う,ㅈ,ㅗ,∅
8684,藾,25718,,,,,,,,,,,,,ら,い,ら,い,ㄹ,ㅚ,∅
8685,藿,25719,h,uo,∅,4,f,o,k,3,,,,,か,く,,,ㄱ,ㅘ,ㄱ
8686,蘀,25720,∅,e,∅,4,t,o,k,3,,,,,た,く,,,ㅌ,ㅏ,ㄱ
8687,蘂,25722,,,,,,,,,,,,,ぬ,い,ず,い,ㅇ,ㅖ,∅
8688,蘄,25724,q,i,∅,2,k,ei,∅,4,,,,,き,∅,,,ㄱ,ㅣ,∅
8689,蘅,25725,,,,,,,,,,,,,こ,う,,,ㅎ,ㅕ,ㅇ
8690,蘆,25726,l,u,∅,2,l,ou,∅,4,,,lô͘,,る,∅,ろ,∅,ㄹ,ㅗ,∅
8691,蘇,25727,s,u,∅,1,s,ou,∅,1,sû,,so͘,1su,す,∅,そ,∅,ㅅ,ㅗ,∅
8692,蘈,25728,t,ui,∅,2,,,,,,,,,,,,,ㅌ,ㅚ,∅
8693,蘉,25729,m,a,ng,2,,,,,,,,,,,,,ㅁ,ㅏ,ㅇ
8694,蘊,25730,∅,yu,n,4,w,a,n,2,,,ùn,,う,ん,う,ん,ㅇ,ㅗ,ㄴ
8695,蘋,25731,p,i,ng,2,p,i,ng,4,,,,3bin,ひ,ん,,,ㅂ,ㅣ,ㄴ
