character	index	tone_label	Zhengzhang_onset	Zhengzhang_nucleus	Zhengzhang_coda	Pan_onset	Pan_nucleus	Pan_coda	Shao_onset	Shao_nucleus	Shao_coda	Pulleyblank_onset	Pulleyblank_nucleus	Pulleyblank_coda	Li_onset	Li_nucleus	Li_coda	Karlgren_onset	Karlgren_nucleus	Karlgren_coda
鋏	5638634	checked	k	e	p̚	k	e	p̚	k	ɛ	p̚	k	ɛ	p̚	k	e	p̚	k	ie	p̚
𤶡	5638635	rising	ʈ	ɨu	∅	ʈ	iu	∅	ȶ	iəu	∅	ʈ	uw	∅	ȶ	iu	∅	ȶ	i̯ə̯u	∅
鋑	5638636	level	t͡s	iuᴇ	n	t͡s	ʷiɛ	n	t͡s	juæ	n	t͡s	wia	n	t͡s	iuɛ	n	t͡s	i̯wɛ	n
痬	5638637	checked	j	iᴇ	k̚	j	iɛ	k̚	∅	iæ	k̚	j	iaj	k̚	∅	iɛ	k̚	∅	i̯ɛ	k̚
鋒	5638638	level	pʰ	ɨo	ŋ	pʰ	io	ŋ	pʰ	io	ŋ	pʰ	uaw	ŋ	pʰ	io	ŋ	pʰ	i̯wo	ŋ
痮	5638639	departing	ʈ	ɨɐ	ŋ	ʈ	iɐ	ŋ	ȶ	iɑ	ŋ	ʈ	ɨa	ŋ	ȶ	ia	ŋ	ȶ	i̯a	ŋ
鋖	5638640	level	s	iɪ	∅	s	i	∅	s	jɪ	∅	s	i	∅	s	i	∅	s	i	∅
痯	5638641	rising	k	uɑ	n	k	ʷɑ	n	k	uɑ	n	k	wa	n	k	uɑ	n	k	uɑ	n
痰	5638642	level	d	ɑ	m	d	ɑ	m	d	ɑ	m	d	a	m	d	ɑ	m	dʱ	ɑ	m
鋗	5638643	level	h	we	n	h	ʷe	n	x	uɛ	n	h	wɛ	n	x	ue	n	x	iwe	n
痱	5638645	level	b	ʉi	∅	b	ʷɨi	∅	b	iuəi	∅	b	uj	∅	b	iuəi	∅	bʱ	we̯i	∅
鋘	5638646	level	ŋ	uo	∅	ŋ	uo	∅	ŋ	o	∅	ŋ	ɔ	∅	ŋ	o	∅	ŋ	uo	∅
痲	5638647	level	m	ˠa	∅	m	ᵚa	∅	m	a	∅	m	aɨ	∅	m	a	∅	m	a	∅
鋙	5638648	level	ŋ	ɨʌ	∅	ŋ	iɔ	∅	ŋ	iɔ	∅	ŋ	ɨə	̆	ŋ	iɔ	∅	ŋ	i̯wo	∅
痳	5638649	level	l	iɪ	m	l	i	m	l	je	m	l	i	m	l	iə	m	l	i̯ə	m
鋚	5638650	level	d	eu	∅	d	eu	∅	d	eu	∅	d	ɛw	∅	d	eu	∅	dʱ	ieu	∅
痴	5638651	level	ʈʰ	ɨ	∅	ʈʰ	ɨ	∅	ȶʰ	ie	∅	ʈʰ	ɨ	∅	ȶʰ	iə	∅	ȶʰ	i	∅
鋜	5638652	checked	d͡ʒ	ˠʌ	k̚	ɖ͡ʐ	ᵚɔ	k̚	d͡ʒ	ɔ	k̚	ɖ͡ʐ	aɨw	k̚	d͡ʒ	ɔ	k̚	ɖ͡ʐʱ	ɔ	k̚
痵	5638653	departing	ɡ	iuɪ	∅	ɡ	ʷi	∅	ɡ	juɪ	∅	g	wi	∅	ɡ	ui	∅	g	wi	∅
鋝	5638654	checked	l	iuᴇ	t̚	l	ʷiɛ	t̚	l	juæ	t̚	l	wia	t̚	l	iuɛ	t̚	l	i̯wɛ	t̚
痶	5638655	rising	tʰ	e	n	tʰ	e	n	tʰ	ɛ	n	tʰ	ɛ	n	tʰ	e	n	tʰ	ie	n
鋞	5638656	level	ɦ	e	ŋ	ɦ	e	ŋ	ɣ	ɛ	ŋ	ɦ	ɛj	ŋ	ɣ	e	ŋ	ɣ	ie	ŋ
痸	5638657	departing	t͡ɕʰ	iᴇi	∅	t͡ɕʰ	iɛi	∅	t͡ɕʰ	jæi	∅	cʰ	iaj	∅	t͡ɕʰ	iɛi	∅	t͡ɕʰ	i̯ɛi	∅
鋟	5638658	level	t͡s	iᴇ	m	t͡s	iɛ	m	t͡s	jæ	m	t͡s	ia	m	t͡s	iɛ	m	t͡s	i̯ɛ	m
痹	5638659	departing	p	iɪ	∅	p	i	∅	p	jɪ	∅	p	i	∅	p	i	∅	p	i	∅
鋠	5638660	rising	d͡ʑ	iɪ	n	d͡ʑ	i	n	d͡ʑ	je	n	d͡ʑ	i	n	ʑ	iĕ	n	ʑ	i̯ĕ	n
鋡	5638661	level	ɦ	ʌ	m	ɦ	ə	m	ɣ	ɒ	m	ɦ	ə	m	ɣ	ᴀ	m	ɣ	ă	m
痺	5638662	level	p	iᴇ	∅	p	iɛ	∅	p	jɛ	∅	p	iə	̆	p	ie	∅	p	ie	̯
鋤	5638663	level	d͡ʒ	ɨʌ	∅	ɖ͡ʐ	iɔ	∅	d͡ʒ	iɔ	∅	ɖ͡ʐ	ɨə	̆	d͡ʒ	iɔ	∅	ɖ͡ʐʱ	i̯wo	∅
痼	5638664	departing	k	uo	∅	k	uo	∅	k	o	∅	k	ɔ	∅	k	o	∅	k	uo	∅
痾	5638665	level	ʔ	ɑ	∅	ʔ	ɑ	∅	ʔ	ɑ	∅	ʔ	a	∅	ʔ	ɑ	∅	ʔ	ɑ	∅
鋥	5638666	departing	ɖ	ˠæ	ŋ	ɖ	ᵚa	ŋ	ȡ	a	ŋ	ɖ	aɨj	ŋ	ȡ	ɐ	ŋ	ȡʱ	ɐ	ŋ
鋦	5638667	checked	k	ɨo	k̚	k	io	k̚	k	io	k̚	k	uaw	k̚	k	io	k̚	k	i̯wo	k̚
痿	5638668	level	ʔ	ˠiuᴇ	∅	ʔ	ʷᵚiɛ	∅	ʔ	iuɛ	∅	ʔ	jwiə	̆	ʔ	jue	∅	ʔ	wie	̯
鋩	5638669	level	m	ʉɐ	ŋ	m	ʷiɐ	ŋ	m	iuɑ	ŋ	m	ua	ŋ	m	iua	ŋ	m	iwa	ŋ
瘀	5638670	departing	ʔ	ɨʌ	∅	ʔ	iɔ	∅	ʔ	iɔ	∅	ʔ	ɨə	̆	ʔ	iɔ	∅	ʔ	i̯wo	∅
瘁	5638671	departing	d͡z	iuɪ	∅	d͡z	ʷi	∅	d͡z	juɪ	∅	d͡z	wi	∅	d͡z	ui	∅	d͡zʱ	wi	∅
鋪	5638673	level	pʰ	ɨo	∅	pʰ	io	∅	pʰ	io	∅	pʰ	uə	̆	pʰ	io	∅	pʰ	i̯u	∅
䤬	5638674	level	s	ɑ	∅	s	ɑ	∅	s	ɑ	∅	s	a	∅	s	ɑ	∅	s	ɑ	∅
瘂	5638675	rising	ʔ	ˠa	∅	ʔ	ᵚa	∅	ʔ	a	∅	ʔ	aɨ	∅	ʔ	a	∅	ʔ	a	∅
瘃	5638676	checked	ʈ	ɨo	k̚	ʈ	io	k̚	ȶ	io	k̚	ʈ	uaw	k̚	ȶ	io	k̚	ȶ	i̯wo	k̚
䤮	5638677	checked	d͡ʑ	iᴇ	p̚	d͡ʑ	iɛ	p̚	d͡ʑ	jæ	p̚	d͡ʑ	ia	p̚	ʑ	iɛ	p̚	ʑ	i̯ɛ	p̚
㾢	5638678	level	l	ʌi	∅	l	əi	∅	l	ɒi	∅	l	əj	∅	l	ᴀi	∅	l	ɑ̆i	∅
𨦭	5638679	level	l	ɑu	∅	l	ɑu	∅	l	ɑu	∅	l	aw	∅	l	ɑu	∅	l	ɑu	∅
㾤	5638680	level	kʰ	ˠʌ	ŋ	kʰ	ᵚɔ	ŋ	kʰ	ɔ	ŋ	kʰ	aɨw	ŋ	kʰ	ɔ	ŋ	kʰ	ɔ	ŋ
鉼	5638681	rising	p	iᴇ	ŋ	p	iɛ	ŋ	p	iæ	ŋ	p	iaj	ŋ	p	iɛ	ŋ	p	i̯ɛ	ŋ
㾦	5638682	level	pʰ	uʌi	∅	pʰ	uoi	∅	pʰ	uɒi	∅	pʰ	wəj	∅	pʰ	uᴀi	∅	pʰ	uɑ̆i	∅
鋸	5638683	departing	k	ɨʌ	∅	k	iɔ	∅	k	iɔ	∅	k	ɨə	̆	k	iɔ	∅	k	i̯wo	∅
㾧	5638684	departing	kʰ	uɑ	∅	kʰ	uɑ	∅	kʰ	uɑ	∅	kʰ	wa	∅	kʰ	uɑ	∅	kʰ	uɑ	∅
鋹	5638685	rising	ʈʰ	ɨɐ	ŋ	ʈʰ	iɐ	ŋ	ȶʰ	iɑ	ŋ	ʈʰ	ɨa	ŋ	ȶʰ	ia	ŋ	ȶʰ	i̯a	ŋ
㾨	5638686	level	ʔ	ˠiᴇ	∅	ʔ	ᵚiɛ	∅	ʔ	iɛ	∅	ʔ	jiə	̆	ʔ	je	∅	ʔ	ie	̯
鋻	5638687	departing	k	e	n	k	e	n	k	ɛ	n	k	ɛ	n	k	e	n	k	ie	n
㾩	5638688	level	k	ˠuɛi	∅	k	ʷᵚæi	∅	k	uɐi	∅	k	wəɨj	∅	k	uɛi	∅	k	wăi	∅
鋼	5638689	level	k	ɑ	ŋ	k	ɑ	ŋ	k	ɑ	ŋ	k	a	ŋ	k	ɑ	ŋ	k	ɑ	ŋ
𤷂	5638690	level	b	ʉi	∅	b	ʷɨi	∅	b	iuəi	∅	b	uj	∅	b	iuəi	∅	bʱ	we̯i	∅
鋽	5638691	departing	tʰ	eu	∅	tʰ	eu	∅	tʰ	eu	∅	tʰ	ɛw	∅	tʰ	eu	∅	tʰ	ieu	∅
𤷃	5638692	rising	d͡z	iᴇ	n	d͡z	iɛ	n	d͡z	jæ	n	d͡z	ia	n	d͡z	iɛ	n	d͡zʱ	i̯ɛ	n
鋿	5638693	level	d͡ʑ	ɨɐ	ŋ	d͡ʑ	iɐ	ŋ	d͡ʑ	iɑ	ŋ	d͡ʑ	ɨa	ŋ	ʑ	ia	ŋ	ʑ	i̯a	ŋ
𤷄	5638694	level	ɡ	ˠiuᴇ	n	ɡ	ʷᵚiɛ	n	ɡ	iuæ	n	g	wia	n	ɡ	juɛ	n	g	i̯wɛ	n
錀	5638695	level	pʰ	ɨu	n	pʰ	iu	n	pʰ	iuə	n	pʰ	u	n	pʰ	iuə	n	pʰ	i̯uə	n
𤷇	5638696	checked	h	ˠwɛ	k̚	h	ʷᵚæ	k̚	x	uɐ	k̚	h	wəɨj	k̚	x	uɛ	k̚	x	wæ	k̚
錊	5638697	checked	t͡s	uo	k̚	t͡s	uo	k̚	t͡s	o	k̚	t͡s	aw	k̚	t͡s	o	k̚	t͡s	uo	k̚
𤷈	5638698	checked	n	ɑ	t̚	n	ɑ	t̚	n	ɑ	t̚	n	a	t̚	n	ɑ	t̚	n	ɑ	t̚
錍	5638699	level	p	iᴇ	∅	p	iɛ	∅	p	jɛ	∅	p	iə	̆	p	ie	∅	p	ie	̯
𤷌	5638700	rising	k	iɪ	n	k	i	n	k	je	n	k	i	n	k	iĕ	n	k	i̯ĕ	n
錎	5638701	rising	kʰ	ʌ	m	kʰ	ə	m	kʰ	ɒ	m	kʰ	ə	m	kʰ	ᴀ	m	kʰ	ă	m
𤷑	5638702	rising	ɡ	ɨu	∅	ɡ	iu	∅	ɡ	iəu	∅	g	uw	∅	ɡ	iu	∅	g	i̯ə̯u	∅
錏	5638703	level	ʔ	ˠa	∅	ʔ	ᵚa	∅	ʔ	a	∅	ʔ	aɨ	∅	ʔ	a	∅	ʔ	a	∅
𤷚	5638704	checked	ʈ	ɨo	k̚	ʈ	io	k̚	ȶ	io	k̚	ʈ	uaw	k̚	ȶ	io	k̚	ȶ	i̯wo	k̚
錐	5638705	level	t͡ɕ	iuɪ	∅	t͡ɕ	ʷi	∅	t͡ɕ	juɪ	∅	c	wi	∅	t͡ɕ	ui	∅	t͡ɕ	wi	∅
瘇	5638706	rising	d͡ʑ	ɨo	ŋ	d͡ʑ	io	ŋ	d͡ʑ	io	ŋ	d͡ʑ	uaw	ŋ	ʑ	io	ŋ	ʑ	i̯wo	ŋ
錑	5638707	departing	l	uʌi	∅	l	uoi	∅	l	uɒi	∅	l	wəj	∅	l	uᴀi	∅	l	uɑ̆i	∅
瘉	5638708	level	j	ɨo	∅	j	io	∅	∅	io	∅	j	uə	̆	∅	io	∅	∅	i̯u	∅
錔	5638709	checked	tʰ	ʌ	p̚	tʰ	ə	p̚	tʰ	ɒ	p̚	tʰ	ə	p̚	tʰ	ᴀ	p̚	tʰ	ă	p̚
瘊	5638710	level	ɦ	əu	∅	ɦ	əu	∅	ɣ	əu	∅	ɦ	əw	∅	ɣ	u	∅	ɣ	ə̯u	∅
錕	5638711	level	k	uə	n	k	uo	n	k	uə	n	k	wə	n	k	uə	n	k	uə	n
瘌	5638712	checked	l	ɑ	t̚	l	ɑ	t̚	l	ɑ	t̚	l	a	t̚	l	ɑ	t̚	l	ɑ	t̚
錖	5638713	checked	t	uo	k̚	t	uo	k̚	t	o	k̚	t	aw	k̚	t	o	k̚	t	uo	k̚
瘍	5638714	level	j	ɨɐ	ŋ	j	iɐ	ŋ	∅	iɑ	ŋ	j	ɨa	ŋ	∅	ia	ŋ	∅	i̯a	ŋ
錘	5638715	level	ɖ	ˠiuᴇ	∅	ɖ	ʷᵚiɛ	∅	ȡ	iuɛ	∅	ɖ	jwiə	̆	ȡ	jue	∅	ȡʱ	wie	̯
瘎	5638716	level	d͡ʑ	iɪ	m	d͡ʑ	i	m	d͡ʑ	je	m	d͡ʑ	i	m	ʑ	iə	m	ʑ	i̯ə	m
錚	5638717	level	t͡ʃʰ	ˠɛ	ŋ	ʈ͡ʂʰ	ᵚæ	ŋ	t͡ʃʰ	ɐ	ŋ	ʈ͡ʂʰ	əɨj	ŋ	t͡ʃʰ	ɛ	ŋ	ʈ͡ʂʰ	æ	ŋ
瘏	5638718	level	d	uo	∅	d	uo	∅	d	o	∅	d	ɔ	∅	d	o	∅	dʱ	uo	∅
錜	5638719	checked	n	e	p̚	n	e	p̚	n	ɛ	p̚	n	ɛ	p̚	n	e	p̚	n	ie	p̚
瘑	5638720	level	k	uɑ	∅	k	uɑ	∅	k	uɑ	∅	k	wa	∅	k	uɑ	∅	k	uɑ	∅
錝	5638721	departing	t͡s	uo	ŋ	t͡s	uo	ŋ	t͡s	o	ŋ	t͡s	aw	ŋ	t͡s	o	ŋ	t͡s	uo	ŋ
瘒	5638722	level	ŋ	uə	n	ŋ	uo	n	ŋ	uə	n	ŋ	wə	n	ŋ	uə	n	ŋ	uə	n
錞	5638723	level	d͡ʑ	iuɪ	n	d͡ʑ	ʷi	n	d͡ʑ	jue	n	d͡ʑ	wi	n	ʑ	iuĕ	n	ʑ	i̯uĕ	n
瘓	5638724	rising	tʰ	uɑ	n	tʰ	ʷɑ	n	tʰ	uɑ	n	tʰ	wa	n	tʰ	uɑ	n	tʰ	uɑ	n
錟	5638725	level	d	ɑ	m	d	ɑ	m	d	ɑ	m	d	a	m	d	ɑ	m	dʱ	ɑ	m
錠	5638727	departing	d	e	ŋ	d	e	ŋ	d	ɛ	ŋ	d	ɛj	ŋ	d	e	ŋ	dʱ	ie	ŋ
瘖	5638728	level	ʔ	ˠiɪ	m	ʔ	ᵚi	m	ʔ	ie	m	ʔ	ji	m	ʔ	jə	m	ʔ	i̯ə	m
錡	5638729	level	ɡ	ˠiᴇ	∅	ɡ	ᵚiɛ	∅	ɡ	iɛ	∅	g	jiə	̆	ɡ	je	∅	g	ie	̯
瘧	5638730	checked	ŋ	ɨɐ	k̚	ŋ	iɐ	k̚	ŋ	iɑ	k̚	ŋ	ɨa	k̚	ŋ	ia	k̚	ŋ	i̯a	k̚
錢	5638731	level	d͡z	iᴇ	n	d͡z	iɛ	n	d͡z	jæ	n	d͡z	ia	n	d͡z	iɛ	n	d͡zʱ	i̯ɛ	n
㾪	5638732	rising	ʃ	ˠiæ	ŋ	ʃ	ᵚia	ŋ	ʃ	ia	ŋ	ʂ	iaj	ŋ	ʃ	iɐ	ŋ	ʂ	i̯ɐ	ŋ
錣	5638733	departing	ʈ	ˠiuᴇi	∅	ʈ	ʷᵚiei	∅	ȶ	iuæi	∅	ʈ	jwiaj	∅	ȶ	juɛi	∅	ȶ	i̯wɛi	∅
㾫	5638734	level	pʰ	iᴇ	n	pʰ	iɛ	n	pʰ	jæ	n	pʰ	ia	n	pʰ	iɛ	n	pʰ	i̯ɛ	n
錤	5638735	level	ɡ	ɨ	∅	ɡ	ɨ	∅	ɡ	ie	∅	g	ɨ	∅	ɡ	iə	∅	g	i	∅
㾭	5638736	departing	t͡ʃ	ɨu	∅	ʈ͡ʂ	iu	∅	t͡ʃ	iəu	∅	ʈ͡ʂ	uw	∅	t͡ʃ	iu	∅	ʈ͡ʂ	i̯ə̯u	∅
錥	5638737	checked	j	ɨu	k̚	j	iu	k̚	∅	iu	k̚	j	uw	k̚	∅	iu	k̚	∅	i̯u	k̚
㾯	5638738	level	h	uʌi	∅	h	uoi	∅	x	uɒi	∅	h	wəj	∅	x	uᴀi	∅	x	uɑ̆i	∅
錦	5638739	rising	k	ˠiɪ	m	k	ᵚi	m	k	ie	m	k	ji	m	k	jə	m	k	i̯ə	m
㾰	5638740	level	ɦ	uo	∅	ɦ	uo	∅	ɣ	o	∅	ɦ	ɔ	∅	ɣ	o	∅	ɣ	uo	∅
錧	5638741	rising	k	uɑ	n	k	ʷɑ	n	k	uɑ	n	k	wa	n	k	uɑ	n	k	uɑ	n
𤷽	5638742	checked	kʰ	ɨɐ	k̚	kʰ	iɐ	k̚	kʰ	iɑ	k̚	kʰ	ɨa	k̚	kʰ	ia	k̚	kʰ	i̯a	k̚
錪	5638744	rising	tʰ	e	n	tʰ	e	n	tʰ	ɛ	n	tʰ	ɛ	n	tʰ	e	n	tʰ	ie	n
𤷾	5638745	checked	kʰ	iᴇ	p̚	kʰ	iɛ	p̚	kʰ	jæ	p̚	kʰ	ia	p̚	kʰ	iɛ	p̚	kʰ	i̯ɛ	p̚
錫	5638746	checked	s	e	k̚	s	e	k̚	s	ɛ	k̚	s	ɛj	k̚	s	e	k̚	s	ie	k̚
𤸁	5638747	departing	h	ʉɐi	∅	h	ʷiɐi	∅	x	iuɐi	∅	h	uaj	∅	x	iuɐi	∅	x	i̯wɐi	∅
錭	5638748	level	d	ɑu	∅	d	ɑu	∅	d	ɑu	∅	d	aw	∅	d	ɑu	∅	dʱ	ɑu	∅
𤸃	5638749	departing	ʃ	ɨu	∅	ʃ	iu	∅	ʃ	iəu	∅	ʂ	uw	∅	ʃ	iu	∅	ʂ	i̯ə̯u	∅
錮	5638750	departing	k	uo	∅	k	uo	∅	k	o	∅	k	ɔ	∅	k	o	∅	k	uo	∅
𤸅	5638751	level	m	ˠiɪ	n	m	ᵚi	n	m	ie	n	m	ji	n	m	jĕ	n	m	i̯ĕ	n
錯	5638753	departing	t͡sʰ	uo	∅	t͡sʰ	uo	∅	t͡sʰ	o	∅	t͡sʰ	ɔ	∅	t͡sʰ	o	∅	t͡sʰ	uo	∅
𤸌	5638754	departing	ʔ	ˠiɪ	m	ʔ	ᵚi	m	ʔ	ie	m	ʔ	ji	m	ʔ	jə	m	ʔ	i̯ə	m
錄	5638755	checked	l	ɨo	k̚	l	io	k̚	l	io	k̚	l	uaw	k̚	l	io	k̚	l	i̯wo	k̚
𤸎	5638756	checked	kʰ	ɑ	t̚	kʰ	ɑ	t̚	kʰ	ɑ	t̚	kʰ	a	t̚	kʰ	ɑ	t̚	kʰ	ɑ	t̚
錽	5638757	rising	m	ɨɐ	m	m	iɐ	m	m	iɐ	m	m	ua	m	m	iɐ	m	m	i̯wɐ	m
𤸑	5638758	departing	pʰ	ɨu	∅	pʰ	iu	∅	pʰ	iəu	∅	pʰ	uw	∅	pʰ	iu	∅	pʰ	i̯ə̯u	∅
䤳	5638759	departing	d͡z	ia	∅	d͡z	ia	∅	d͡z	ia	∅	d͡z	ia	∅	d͡z	ia	∅	d͡zʱ	i̯a	∅
𤸒	5638760	departing	ŋ	ɨo	∅	ŋ	io	∅	ŋ	io	∅	ŋ	uə	̆	ŋ	io	∅	ŋ	i̯u	∅
䤴	5638761	level	ɦ	ʌ	m	ɦ	ə	m	ɣ	ɒ	m	ɦ	ə	m	ɣ	ᴀ	m	ɣ	ă	m
瘙	5638762	departing	s	ɑu	∅	s	ɑu	∅	s	ɑu	∅	s	aw	∅	s	ɑu	∅	s	ɑu	∅
䤶	5638763	checked	ʔ	ɨɐ	p̚	ʔ	iɐ	p̚	ʔ	iɐ	p̚	ʔ	ɨa	p̚	ʔ	ia	p̚	ʔ	i̯ɐ	p̚
瘚	5638764	checked	k	ʉɐ	t̚	k	ʷiɐ	t̚	k	iuɐ	t̚	k	ua	t̚	k	iuɐ	t̚	k	i̯wɐ	t̚
𨧦	5638765	level	p	ˠiᴇ	∅	p	ᵚiɛ	∅	p	iɛ	∅	p	jiə	̆	p	je	∅	p	ie	̯
瘛	5638766	departing	ɦ	ei	∅	ɦ	ei	∅	ɣ	ɛi	∅	ɦ	ɛj	∅	ɣ	ei	∅	ɣ	iei	∅
鍇	5638767	level	k	ˠɛi	∅	k	ᵚæi	∅	k	ɐi	∅	k	əɨj	∅	k	ɛi	∅	k	ăi	∅
瘜	5638768	checked	s	ɨ	k̚	s	ɨ	k̚	s	ie	k̚	s	i	k̚	s	iə	k̚	s	i̯ə	k̚
鍉	5638769	level	t	ei	∅	t	ei	∅	t	ɛi	∅	t	ɛj	∅	t	ei	∅	t	iei	∅
瘞	5638770	departing	ʔ	ˠiᴇi	∅	ʔ	ᵚiɛi	∅	ʔ	iæi	∅	ʔ	jiaj	∅	ʔ	jɛi	∅	ʔ	i̯ɛi	∅
鍊	5638771	departing	l	e	n	l	e	n	l	ɛ	n	l	ɛ	n	l	e	n	l	ie	n
瘠	5638772	checked	d͡z	iᴇ	k̚	d͡z	iɛ	k̚	d͡z	iæ	k̚	d͡z	iaj	k̚	d͡z	iɛ	k̚	d͡zʱ	i̯ɛ	k̚
鍋	5638773	level	k	uɑ	∅	k	uɑ	∅	k	uɑ	∅	k	wa	∅	k	uɑ	∅	k	uɑ	∅
瘡	5638774	level	t͡ʃʰ	ɨɐ	ŋ	ʈ͡ʂʰ	iɐ	ŋ	t͡ʃʰ	iɑ	ŋ	ʈ͡ʂʰ	ɨa	ŋ	t͡ʃʰ	ia	ŋ	ʈ͡ʂʰ	i̯a	ŋ
鍍	5638775	level	d	uo	∅	d	uo	∅	d	o	∅	d	ɔ	∅	d	o	∅	dʱ	uo	∅
瘢	5638776	level	b	uɑ	n	b	ʷɑ	n	b	uɑ	n	b	wa	n	b	uɑ	n	bʱ	uɑ	n
鍎	5638777	checked	d	uə	t̚	d	uo	t̚	d	uə	t̚	d	wə	t̚	d	uə	t̚	dʱ	uə	t̚
瘣	5638778	rising	ɦ	uʌi	∅	ɦ	uoi	∅	ɣ	uɒi	∅	ɦ	wəj	∅	ɣ	uᴀi	∅	ɣ	uɑ̆i	∅
鍏	5638779	level	ɦ	ʉi	∅	ɦ	ʷɨi	∅	ɣ	iuəi	∅	ɦ	uj	∅	ɣ	iuəi	∅	∅	we̯i	∅
瘤	5638780	level	l	ɨu	∅	l	iu	∅	l	iəu	∅	l	uw	∅	l	iu	∅	l	i̯ə̯u	∅
鍑	5638781	departing	p	ɨu	∅	p	iu	∅	p	iəu	∅	p	uw	∅	p	iu	∅	p	i̯ə̯u	∅
瘥	5638782	level	d͡z	ɑ	∅	d͡z	ɑ	∅	d͡z	ɑ	∅	d͡z	a	∅	d͡z	ɑ	∅	d͡zʱ	ɑ	∅
鍒	5638783	level	ȵ	ɨu	∅	ȵ	iu	∅	ȵʑ	iəu	∅	ȵ	uw	∅	ȵ	iu	∅	ȵʑ	i̯ə̯u	∅
瘦	5638784	departing	ʃ	ɨu	∅	ʃ	iu	∅	ʃ	iəu	∅	ʂ	uw	∅	ʃ	iu	∅	ʂ	i̯ə̯u	∅
鍔	5638785	checked	ŋ	ɑ	k̚	ŋ	ɑ	k̚	ŋ	ɑ	k̚	ŋ	a	k̚	ŋ	ɑ	k̚	ŋ	ɑ	k̚
瘨	5638786	level	t	e	n	t	e	n	t	ɛ	n	t	ɛ	n	t	e	n	t	ie	n
鍖	5638787	rising	ʈʰ	ˠiɪ	m	ʈʰ	ᵚi	m	ȶʰ	ie	m	ʈʰ	ji	m	ȶʰ	jə	m	ȶʰ	i̯ə	m
㾶	5638788	checked	k	uə	t̚	k	uo	t̚	k	uə	t̚	k	wə	t̚	k	uə	t̚	k	uə	t̚
鍚	5638789	level	j	ɨɐ	ŋ	j	iɐ	ŋ	∅	iɑ	ŋ	j	ɨa	ŋ	∅	ia	ŋ	∅	i̯a	ŋ
㾷	5638790	level	s	iᴇ	∅	s	iɛ	∅	s	jɛ	∅	s	iə	̆	s	ie	∅	s	ie	̯
鍛	5638791	departing	t	uɑ	n	t	ʷɑ	n	t	uɑ	n	t	wa	n	t	uɑ	n	t	uɑ	n
㾹	5638792	level	d͡ʒ	ˠɛ	∅	ɖ͡ʐ	ᵚæ	∅	d͡ʒ	æi	∅	ɖ͡ʐ	aɨj	∅	d͡ʒ	ɛ	∅	ɖ͡ʐʱ	ai	∅
鍜	5638793	level	ɦ	ˠa	∅	ɦ	ᵚa	∅	ɣ	a	∅	ɦ	aɨ	∅	ɣ	a	∅	ɣ	a	∅
㾺	5638794	departing	m	ˠa	n	m	ᵚa	n	m	ɐ	n	m	aɨ	n	m	a	n	m	a	n
鍝	5638795	level	ŋ	ɨo	∅	ŋ	io	∅	ŋ	io	∅	ŋ	uə	̆	ŋ	io	∅	ŋ	i̯u	∅
㾻	5638796	level	ɖ	ɨʌ	∅	ɖ	iɔ	∅	ȡ	iɔ	∅	ɖ	ɨə	̆	ȡ	iɔ	∅	ȡʱ	i̯wo	∅
鍠	5638797	level	ɦ	ˠwæ	ŋ	ɦ	ʷᵚa	ŋ	ɣ	ua	ŋ	ɦ	waɨj	ŋ	ɣ	uɐ	ŋ	ɣ	wɐ	ŋ
㾾	5638798	level	h	e	m	h	e	m	x	ɛ	m	h	ɛ	m	x	e	m	x	ie	m
鍡	5638799	rising	ʔ	uʌi	∅	ʔ	uoi	∅	ʔ	uɒi	∅	ʔ	wəj	∅	ʔ	uᴀi	∅	ʔ	uɑ̆i	∅
𤸪	5638800	departing	t͡ɕʰ	iᴇi	∅	t͡ɕʰ	iɛi	∅	t͡ɕʰ	jæi	∅	cʰ	iaj	∅	t͡ɕʰ	iɛi	∅	t͡ɕʰ	i̯ɛi	∅
鍤	5638801	checked	t͡ʃʰ	ˠɛ	p̚	ʈ͡ʂʰ	ᵚæ	p̚	t͡ʃʰ	ɐ	p̚	ʈ͡ʂʰ	əɨ	p̚	t͡ʃʰ	ɐ	p̚	ʈ͡ʂʰ	ă	p̚
𤸫	5638802	rising	ɦ	ɨu	n	ɦ	iu	n	ɣ	iuə	n	ɦ	u	n	ɣ	iuə	n	∅	i̯uə	n
鍥	5638803	checked	k	e	t̚	k	e	t̚	k	ɛ	t̚	k	ɛ	t̚	k	e	t̚	k	ie	t̚
𤸬	5638804	level	ʃ	ˠiuɪ	∅	ʃ	ʷᵚi	∅	ʃ	iuɪ	∅	ʂ	jwi	∅	ʃ	jui	∅	ʂ	wi	∅
鍦	5638805	level	ɕ	iᴇ	∅	ɕ	iɛ	∅	ɕ	jɛ	∅	ɕ	iə	̆	ɕ	ie	∅	ɕ	ie	̯
𤸱	5638806	checked	ʔ	ʌ	p̚	ʔ	ə	p̚	ʔ	ɒ	p̚	ʔ	ə	p̚	ʔ	ᴀ	p̚	ʔ	ă	p̚
鍧	5638807	level	h	ˠwɛ	ŋ	h	ʷᵚæ	ŋ	x	uɐ	ŋ	h	wəɨj	ŋ	x	uɛ	ŋ	x	wæ	ŋ
鍨	5638809	level	ɡ	ˠiuɪ	∅	ɡ	ʷᵚi	∅	ɡ	iuɪ	∅	g	jwi	∅	ɡ	jui	∅	g	wi	∅
